Time	X	dW
283.6	3.02265	-0.22003
283.7	2.7883	-0.11463
283.8	3.09352	0.41845
283.9	2.5954	0.25174
284	2.20418	-0.12162
284.1	2.09876	-0.1679
284.2	1.59049	0.11252
284.3	2.05774	0.34922
284.4	1.00176	-0.04532
284.5	1.47	0.33621
284.6	1.02831	0.30704
284.7	0.181631	-0.10567
284.8	1.23976	-0.38759
284.9	-0.489978	-0.09234
285	-0.330184	0.27732
285.1	-1.12605	-0.08491
285.2	-1.47839	0.05323
285.3	-0.951289	0.33442
285.4	-1.96025	0.09647
285.5	-2.26362	0.01718
285.6	-1.75085	-0.314
285.7	-2.61586	0.09914
285.8	-2.3576	-0.2894
285.9	-2.59279	-0.28567
286	-2.46457	0.37427
286.1	-2.17198	-0.46352
286.2	-2.77093	-0.38398
286.3	-3.18211	0.10173
286.4	-3.14385	0.25108
286.5	-2.86642	0.47883
286.6	-3.04385	-0.14866
286.7	-3.14972	-0.31859
286.8	-2.91242	0.19617
286.9	-2.70928	0.13977
287	-2.53425	-0.18872
287.1	-2.39843	-0.20921
287.2	-2.90668	-0.43785
287.3	-2.80381	0.41256
287.4	-1.58961	-0.18628
287.5	-2.22675	-0.40242
287.6	-0.865875	0.08967
287.7	-0.547004	0.08062
287.8	-1.47228	0.37153
287.9	-1.04245	0.34898
288	0.30267	-0.15374
288.1	-0.549188	0.36882
288.2	1.04808	0.06918
288.3	0.905355	0.23142
288.4	1.21045	0.23071
288.5	1.90427	-0.06777
288.6	0.720205	-0.43385
288.7	2.12456	-0.20407
288.8	2.11814	0.27815
288.9	2.55061	-0.20045
289	2.85549	-0.08126
289.1	1.62519	-0.49885
289.2	2.5764	0.38011
289.3	2.57412	-0.4114
289.4	3.15003	-0.09852
289.5	2.78466	0.46017
289.6	2.71674	-0.48609
289.7	3.07484	-0.07051
289.8	3.02868	0.20804
289.9	3.10591	-0.28159
290	2.62416	0.02099
290.1	2.84649	0.30251
290.2	2.8799	0.3776
290.3	2.00872	0.00808
290.4	1.79501	-0.06296
290.5	2.9426	-0.46402
290.6	2.67223	-0.43594
290.7	0.88591	0.04316
290.8	1.41345	-0.28343
290.9	0.269752	0.05963
291	0.228242	0.20138
291.1	-0.341416	0.08345
291.2	-0.458368	-0.13829
291.3	-0.782631	0.17352
291.4	-1.23887	0.08959
291.5	-0.398633	-0.34526
291.6	-0.688355	0.38826
291.7	-1.99141	0.12998
291.8	-2.24577	-0.0918
291.9	-2.40672	-0.13995
292	-2.67605	-0.05243
292.1	-1.83372	0.42467
292.2	-1.68743	0.48377
292.3	-3.08386	-0.00558
292.4	-3.00471	-0.24147
292.5	-3.15352	-0.18257
292.6	-2.57276	0.47763
292.7	-2.98383	0.4078
292.8	-3.10249	-0.15531
292.9	-3.01356	-0.09919
293	-2.84337	0.0129
293.1	-2.8309	0.14487
293.2	-2.9684	0.30737
293.3	-3.1073	0.41493
293.4	-2.22128	-0.16214
293.5	-1.84762	-0.01273
293.6	-2.47808	-0.37642
293.7	-2.25601	-0.37047
293.8	-1.00664	-0.06404
293.9	-0.724203	0.04516
294	-1.93417	-0.44474
294.1	-1.15998	0.32934
294.2	-0.233937	-0.24353
294.3	0.387052	0.13147
294.4	0.416314	-0.23553
294.5	0.32393	-0.31809
294.6	1.17104	-0.1915
294.7	1.34299	-0.22648
294.8	0.395173	-0.44377
294.9	2.05715	0.1654
295	2.3954	-0.07978
295.1	1.80462	0.3565
295.2	2.11281	-0.34036
295.3	1.80007	-0.44248
295.4	2.62067	-0.31075
295.5	2.83141	-0.29851
295.6	3.09104	-0.17872
295.7	3.12149	-0.24563
295.8	3.13655	0.03601
295.9	3.11606	0.07271
296	3.15145	-0.2932
296.1	3.14746	-0.28089
296.2	2.99006	-0.22927
296.3	2.6839	-0.10088
296.4	2.56092	-0.14939
296.5	2.22223	0.10602
296.6	2.18893	0.22149
296.7	1.82692	0.16613
296.8	2.15925	0.34374
296.9	1.20023	0.13162
297	0.888222	-0.07818
297.1	0.536788	0.09741
297.2	0.167804	0.03487
297.3	-0.0896538	-0.0559
297.4	1.43812	-0.42758
297.5	-0.0902975	0.2919
297.6	0.213809	0.39567
297.7	-0.233714	0.37412
297.8	0.821394	-0.49406
297.9	0.539906	-0.49734
298	-1.20575	-0.32895
298.1	-0.90764	-0.41344
298.2	-2.45838	0.13793
298.3	-1.95846	-0.34783
298.4	-2.82508	0.11172
298.5	-2.62599	-0.30094
298.6	-2.61432	-0.3506
298.7	-3.13072	-0.14902
298.8	-3.14616	0.12025
298.9	-3.18473	-0.1877
299	-3.15142	0.20838
299.1	-3.09763	0.11147
299.2	-3.09629	-0.25245
299.3	-3.0972	-0.296
299.4	-3.09732	-0.36293
299.5	-2.52734	0.07466
299.6	-2.75817	-0.31384
299.7	-2.08018	0.06494
299.8	-1.78319	-0.07375
299.9	-2.40814	0.33143
300	-2.64589	0.42996
300.1	-1.67345	-0.31181
300.2	-0.604674	0.01408
300.3	-0.650729	-0.2098
300.4	-0.134292	0.11879
300.5	-1.55086	0.43488
300.6	-1.494	-0.49841
300.7	-0.952404	0.43424
300.8	-0.371363	-0.43135
300.9	-0.300389	0.43295
301	0.209704	-0.43482
301.1	1.92191	0.1428
301.2	1.79534	0.26014
301.3	2.50861	-0.02337
301.4	2.33592	0.24751
301.5	1.76716	-0.41501
301.6	2.95512	0.03201
301.7	3.01334	0.16515
301.8	3.05944	-0.15402
301.9	3.1388	0.20829
302	3.15423	-0.03015
302.1	2.71225	-0.46614
302.2	3.16176	0.28056
302.3	2.99853	0.02928
302.4	3.14487	-0.32974
302.5	2.77161	0.12268
302.6	2.98813	-0.29885
302.7	2.86191	0.33297
302.8	3.12408	-0.4605
302.9	1.93106	0.11815
303	2.07114	0.27606
303.1	1.51115	-0.12298
303.2	2.17039	-0.3489
303.3	0.740735	0.07831
303.4	1.19992	0.32036
303.5	0.380657	0.19885
303.6	1.4309	-0.39535
303.7	0.562219	0.36345
303.8	0.841741	0.44712
303.9	-0.781642	0.22058
304	-0.286452	0.37482
304.1	-0.152125	-0.39336
304.2	-1.23911	0.31236
304.3	-1.33046	-0.32011
304.4	-0.210171	-0.4926
304.5	-2.52222	0.14214
304.6	-2.7753	0.01638
304.7	-2.92621	-0.05495
304.8	-2.53207	0.33709
304.9	-1.92906	0.49415
305	-2.85649	0.33181
305.1	-3.17596	-0.16922
305.2	-2.89604	0.40521
305.3	-3.16665	0.17909
305.4	-3.09871	0.18363
305.5	-3.09101	-0.24184
305.6	-2.92105	-0.20734
305.7	-2.62771	0.02938
305.8	-2.74494	0.23323
305.9	-3.0456	0.39606
306	-2.08254	0.11901
306.1	-2.33387	-0.30641
306.2	-1.45436	0.05495
306.3	-1.75056	0.24927
306.4	-1.4763	0.2524
306.5	-0.939615	-0.22547
306.6	-0.701408	-0.2434
306.7	-1.78064	0.4348
306.8	-1.42589	-0.45906
306.9	-0.789536	0.38219
307	0.659074	0.19443
307.1	0.236843	0.33149
307.2	-0.759145	0.48714
307.3	1.79912	0.10794
307.4	2.05143	0.10202
307.5	2.35146	0.05045
307.6	1.77418	0.33155
307.7	1.23855	0.44853
307.8	1.67869	0.4304
307.9	1.71118	-0.46586
308	2.36877	0.4031
308.1	2.57187	-0.39241
308.2	2.21171	-0.49199
308.3	3.18464	0.1845
308.4	3.14126	0.32383
308.5	3.17632	-0.25132
308.6	3.12724	-0.25779
308.7	3.18589	0.41046
308.8	2.89273	0.24819
308.9	3.16876	-0.46345
309	2.41202	-0.1249
309.1	2.06017	0.06576
309.2	2.81011	-0.37541
309.3	2.44484	-0.32185
309.4	2.59631	0.45065
309.5	1.62394	-0.24931
309.6	1.57671	0.3489
309.7	2.09465	-0.41929
309.8	0.493762	0.24961
309.9	-0.204207	-0.08856
310	-0.509233	-0.09446
310.1	-0.940241	-0.00502
310.2	0.178771	0.40572
310.3	0.815487	-0.46895
310.4	-0.180809	-0.39694
310.5	-1.41652	0.29036
310.6	-0.502818	0.47232
310.7	-2.1648	-0.21431
310.8	-2.49394	0.1737
310.9	-1.96769	0.38126
311	-2.48738	-0.3043
311.1	-2.94896	0.18939
311.2	-3.11178	-0.03984
311.3	-2.66419	-0.4014
311.4	-3.12893	-0.24597
311.5	-3.073	0.34661
311.6	-3.07454	0.02783
311.7	-3.16429	0.26401
311.8	-3.15185	0.35567
311.9	-2.83331	0.1241
312	-3.15162	0.4372
312.1	-2.94162	0.31668
312.2	-2.50131	0.22205
312.3	-2.00048	0.10031
312.4	-2.12615	0.2372
312.5	-1.37953	-0.07782
312.6	-1.91688	-0.3335
312.7	-1.35512	0.23829
312.8	-1.04454	-0.2686
312.9	-0.267003	-0.13643
313	-0.143716	0.17483
313.1	0.384643	-0.12685
313.2	0.0794938	0.2644
313.3	0.442955	-0.27653
313.4	0.929556	-0.2364
313.5	0.102096	-0.42199
313.6	1.41041	-0.25657
313.7	2.07412	0.13387
313.8	2.40473	0.01337
313.9	2.61322	0.03539
314	2.72821	-0.07526
314.1	2.91796	-0.03275
314.2	2.88917	0.20094
314.3	3.10461	-0.05931
314.4	2.42839	-0.42521
314.5	3.12426	-0.22443
314.6	3.15507	0.13366
314.7	3.12159	0.01517
314.8	3.16086	0.29942
314.9	3.079	-0.1911
315	2.9111	-0.15618
315.1	2.83128	-0.17388
315.2	2.41867	0.0476
315.3	2.82407	0.34073
315.4	2.45813	-0.23831
315.5	2.72796	0.40382
315.6	2.69169	-0.39078
315.7	1.22025	-0.05848
315.8	2.51532	0.47634
315.9	0.684316	-0.096
316	2.12133	0.48267
316.1	1.68192	0.45484
316.2	-0.0476104	0.21074
316.3	-0.303901	0.22432
316.4	0.835779	0.45726
316.5	-1.31536	0.04332
316.6	-1.55188	0.08202
316.7	-1.75957	0.12663
316.8	-1.23351	-0.30677
316.9	-1.98818	0.22815
317	-1.66337	-0.33188
317.1	-2.68158	-0.09139
317.2	-1.13392	-0.47388
317.3	-2.4152	0.34294
317.4	-2.99165	-0.16954
317.5	-3.13847	0.08154
317.6	-2.93689	-0.32883
317.7	-2.53861	-0.46626
317.8	-2.9342	0.40558
317.9	-3.18104	-0.32041
318	-3.11002	-0.24717
318.1	-3.14147	-0.31415
318.2	-3.04037	-0.30853
318.3	-2.84638	0.23414
318.4	-2.44222	-0.16894
318.5	-2.14873	-0.11594
318.6	-2.58257	-0.34417
318.7	-2.14764	-0.28487
318.8	-1.37264	0.09828
318.9	-2.21521	-0.395
319	-0.982302	0.16881
319.1	-2.01017	-0.43927
319.2	-0.185798	0.11403
319.3	-0.17617	-0.22618
319.4	0.464879	-0.12734
319.5	-1.30264	0.45529
319.6	-0.473904	-0.42424
319.7	-0.121966	0.39387
319.8	0.542894	0.35232
319.9	0.0439439	-0.47023
320	1.70016	0.2629
320.1	2.10907	-0.22617
320.2	1.651	-0.37219
320.3	1.29799	0.45204
320.4	2.33358	-0.33006
320.5	2.71294	0.29899
320.6	2.61851	0.36752
320.7	2.63369	0.40782
320.8	3.15651	0.01334
320.9	3.1079	-0.30602
321	3.11508	-0.32605
321.1	3.15791	-0.23412
321.2	3.11246	0.45052
321.3	2.83932	-0.10935
321.4	2.85236	0.25951
321.5	3.06299	-0.35338
321.6	2.2116	-0.07503
321.7	1.93294	0.07706
321.8	2.42914	0.34529
321.9	2.21744	0.34284
322	2.36142	0.41747
322.1	0.840734	0.10921
322.2	1.23826	-0.25828
322.3	2.07165	0.47811
322.4	1.10856	-0.33333
322.5	0.161607	0.2741
322.6	1.58757	-0.46562
322.7	-0.25969	0.31039
322.8	-1.15966	-0.1436
322.9	-1.68054	0.01656
323	-1.18894	0.30295
323.1	-0.136206	-0.44839
323.2	-2.24516	-0.13733
323.3	-2.55127	-0.08783
323.4	-2.0072	-0.32868
323.5	-1.10668	-0.4811
323.6	-2.99291	-0.06541
323.7	-3.00611	0.1876
323.8	-2.46582	-0.41206
323.9	-3.17573	-0.14407
324	-2.74434	-0.43136
324.1	-3.14778	-0.11648
324.2	-3.11824	-0.38266
324.3	-3.17408	0.35105
324.4	-3.02801	0.23737
324.5	-2.65464	-0.0504
324.6	-2.57935	-0.16562
324.7	-2.55168	-0.22803
324.8	-2.24912	-0.20035
324.9	-1.79411	-0.08889
325	-2.83054	0.42454
325.1	-1.18476	-0.00618
325.2	-0.894827	-0.06115
325.3	-2.57378	0.46683
325.4	-2.28256	-0.48597
325.5	-2.08223	-0.48853
325.6	-2.0983	0.49148
325.7	-0.969695	0.387
325.8	-1.36253	0.46738
325.9	-0.0273347	0.34977
326	-0.618477	0.45366
326.1	1.53706	0.18501
326.2	1.50871	-0.26278
326.3	2.31089	-0.04428
326.4	1.58561	-0.3485
326.5	2.63804	-0.10737
326.6	2.72132	-0.14877
326.7	2.75946	0.23729
326.8	1.63443	0.48427
326.9	2.93419	0.28612
327	3.15188	-0.03148
327.1	2.30546	-0.49139
327.2	3.14166	-0.11505
327.3	3.08964	0.0734
327.4	3.07692	0.21238
327.5	2.99486	-0.15963
327.6	2.68579	0.03621
327.7	2.52797	0.03839
327.8	3.13598	-0.49119
327.9	3.06625	0.4399
328	2.4881	0.32049
328.1	2.90509	0.45985
328.2	1.8348	0.27341
328.3	1.34485	0.21504
328.4	2.37764	0.4624
328.5	0.525539	-0.10039
328.6	2.43253	-0.48568
328.7	1.62021	-0.4074
328.8	1.93401	-0.4793
328.9	0.846337	-0.38553
329	-0.649761	-0.21433
329.1	-1.12432	-0.17803
329.2	0.280144	0.47228
329.3	-1.98371	-0.04935
329.4	-2.22291	-0.02799
329.5	-2.45536	-0.02608
329.6	-1.40184	0.41016
329.7	-1.44108	-0.41759
329.8	-2.92399	-0.02601
329.9	-3.02465	0.09052
330	-2.19853	-0.42441
330.1	-2.66937	-0.38196
330.2	-3.11741	-0.24221
330.3	-2.47273	0.49136
330.4	-2.75765	0.4653
330.5	-3.03549	-0.06578
330.6	-3.09922	0.41777
330.7	-3.02222	-0.25457
330.8	-3.11919	0.47046
330.9	-2.40515	0.01099
331	-2.71707	-0.30403
331.1	-1.95083	-0.05727
331.2	-1.72009	0.0674
331.3	-1.84455	0.20631
331.4	-1.31074	-0.16519
331.5	-1.46064	-0.27393
331.6	-1.50846	0.30585
331.7	-1.32047	-0.34993
331.8	-0.759844	0.2809
331.9	-0.735228	-0.3509
332	-0.920035	-0.41719
332.1	1.06885	0.03105
332.2	1.11631	-0.166
332.3	0.578508	0.32154
332.4	0.900306	-0.33397
332.5	1.27389	0.31206
332.6	1.75387	0.27767
332.7	0.689601	0.45859
332.8	2.54309	-0.17609
332.9	2.61217	0.24197
333	2.00839	-0.40687
333.1	2.57503	-0.34036
333.2	2.88023	-0.28738
333.3	3.01721	0.31282
333.4	3.152	0.23757
333.5	3.17264	-0.16281
333.6	3.03614	0.42411
333.7	2.97151	0.0854
333.8	3.06126	0.48284
333.9	3.10913	-0.31222
334	2.50729	0.11563
334.1	2.44	0.1822
334.2	2.13675	-0.10316
334.3	3.01052	-0.41978
334.4	1.5006	0.07052
334.5	2.84907	0.48435
334.6	2.80509	-0.46554
334.7	1.40461	0.30634
334.8	2.5333	-0.47547
334.9	0.880672	-0.27131
335	-0.142526	-0.12165
335.1	1.1779	0.44212
335.2	1.78603	-0.49521
335.3	0.577844	0.44167
335.4	-1.52358	-0.03919
335.5	-1.4368	0.21783
335.6	-2.06258	-0.00373
335.7	-0.861886	-0.38294
335.8	-1.97484	0.27227
335.9	-1.44491	-0.38742
336	-1.22817	0.4725
336.1	-2.72458	-0.2325
336.2	-3.0292	0.08478
336.3	-3.14093	0.02505
336.4	-3.10558	-0.20317
336.5	-2.36834	0.48123
336.6	-3.10778	0.29733
336.7	-3.11933	-0.36738
